cell,cycle,dcir,soc,temperature
B0033,8,0.225298,1.2529393053824995,24.55968114896303
B0033,10,0.225106,1.302918002447558,24.346865543240558
B0033,12,0.227214,1.3218773211472525,23.838782383734223
B0033,16,0.228729,1.2884694418301417,23.849523839998607
B0033,18,0.229936,1.713169326386719,23.811627133806077
B0033,20,0.212604,1.6560966776720512,23.842268880652785
B0033,22,0.20511,1.6197297341990775,23.79189872440297
B0033,24,0.200563,1.604655812282729,23.77022071547008
B0033,28,0.199094,1.6255699769029337,23.915909740353445
B0033,30,0.191938,1.5900967306245992,24.159049068640833
B0033,32,0.188284,1.5739402299623984,24.256980912297674
B0033,34,0.185814,1.5711303351557309,24.469001088502946
B0033,36,0.185024,1.5897706153457416,24.57645313547321
B0033,40,0.181446,1.6257378771074,25.656456139552642
B0033,42,0.179939,1.6523506333962537,26.352701096226017
B0033,44,0.181281,1.6143816761595386,25.32575189286462
B0033,46,0.182822,1.58697453394504,24.48952813086066
B0033,48,0.183331,1.5818355572787333,24.193940785353377
B0033,52,0.180414,1.6919769406371152,25.946725173378162
B0033,56,0.181717,1.6879483800354476,24.906555216621033
B0033,58,0.183294,1.6586223007531458,24.09580628574782
B0033,60,0.183779,1.6420179032789863,23.942575760732822
B0033,62,0.0,1.6381810791118743,50.87226453003578
B0033,64,0.183454,1.6422892507912386,24.167613125666932
B0033,68,0.182579,1.651270876264092,24.662973384656638
B0033,70,0.183096,1.6326559297917211,24.504187968208015
B0033,72,0.184396,1.6260888111680731,24.00539966396368
B0033,74,0.185473,1.6079292963823688,23.64186235900653
B0033,76,0.185084,1.6125361114907395,23.79581768454326
B0033,80,0.184257,1.6218384168987892,24.282148408920047
B0033,82,0.184736,1.6145443029101134,24.229643895908374
B0033,84,0.186107,1.5953958917107596,23.762823270525672
B0033,86,0.186418,1.5877243027113057,23.697450231296052
B0033,88,0.186386,1.5811840578305605,23.75826320170339
B0033,92,0.183181,1.6128422608267754,25.367856702975423
B0033,94,0.182291,1.61998606328022,26.10767929324037
B0033,96,0.182908,1.6099381853611876,26.018215627550084
B0033,98,0.18633,1.5770977539565159,24.499091356728492
B0033,100,0.187794,1.5708599066554392,23.998659237903045
B0033,104,0.184095,1.6261581345348248,25.35446213199007
B0033,108,0.182526,1.6348129972245726,26.35335522097585
B0033,110,0.184291,1.6117053637342613,25.872885571783414
B0033,112,0.191346,1.8851401699720662,27.54619924958732
B0033,116,0.185373,1.6584957887780232,25.882186329625984
B0033,118,0.187885,1.62418934644937,24.91350298150035
B0033,120,0.189667,1.6041720988563641,24.557603485911184
B0033,122,0.188786,1.6080016740907346,24.980703525826563
B0033,124,0.186665,1.6256752138435595,26.217649548826355
B0033,128,0.186904,1.617632765910718,26.457630595112754
B0033,130,0.190372,1.5973191489094263,25.30421479573262
B0033,132,0.191471,1.5875852250170606,25.066835451881584
B0033,134,0.192378,1.5802530015403684,24.923079918284653
B0033,136,0.191758,1.583036530487776,25.34147126319954
B0033,140,0.189801,1.6027138832797037,26.427231147683106
B0033,142,0.190372,1.5930709154513834,26.565656255374613
B0033,144,0.195373,1.5448888685020246,24.788837378083368
B0033,146,0.196933,1.5352188565640517,24.36613276438766
B0033,148,0.19814,1.5252677314227332,24.1273372880467
B0033,152,0.19531,1.5559492005453626,25.446679804307124
B0033,154,0.193262,1.5648029438427147,26.630924534269376
B0033,156,0.19422,1.5518620461881205,26.407185531575575
B0033,158,0.199597,1.5144550545105004,24.63935217013191
B0033,160,0.201295,1.5051936202146428,24.286529106722867
B0033,164,0.199751,1.605823969917045,24.93162092034826
B0033,168,0.193467,1.6249005195877049,26.244952557136116
B0033,170,0.196901,1.589785130036615,25.714927405533103
B0033,172,0.201924,1.5552386152299904,24.538070993220877
B0033,174,0.204199,1.539756404636803,24.14069898896007
B0033,176,0.206596,1.5293174002138357,23.863486640701478
B0033,180,0.204363,1.547680553576876,25.2056715977135
B0033,182,0.202126,1.5659920939439786,26.406127513238918
B0033,184,0.206503,1.5416252851780505,25.257433005197253
B0033,186,0.211256,1.517590655990168,24.144932499594788
B0033,188,0.213342,1.5075202042593092,23.791217824179263
B0033,192,0.214856,1.49549282626034,23.536626949694146
B0033,194,0.214697,1.4997618811573148,23.877909640578487
B0033,196,0.217179,1.4906966807803954,23.481284826054356
B0033,198,0.216442,1.4800999425051866,23.73608069361077
B0033,200,0.216257,1.4676091496100632,23.57607716878891
B0033,204,0.217133,1.4729818491920503,23.46536578726369
B0033,206,0.220037,1.4742872137206404,23.510058260020934
B0033,208,0.217761,1.4635162808346138,23.73503859952804
B0033,210,0.221623,1.4527095680488362,23.40402295850063
B0033,212,0.220941,1.4557303847230247,23.62829861753412
B0033,216,0.223707,1.459740099618568,23.353909997972217
B0033,218,0.223127,1.448711504158192,23.538357384212055
B0033,220,0.221967,1.4666759762884336,24.098338542134762
B0033,222,0.219233,1.4689502109504418,24.889239990462933
B0033,224,0.217368,1.471116588522042,25.760468373583926
B0033,228,0.223771,1.4473012364654927,23.846346923788214
B0033,230,0.226209,1.4205315547561643,23.311906261783754
B0033,232,0.227777,1.4241466094817417,22.959689226191127
B0033,234,0.226625,1.4412820083364295,23.750977998234195
B0033,236,0.224232,1.4448965388921615,24.365750283300006
B0033,240,0.220468,1.4540256354795746,24.816618308100914
B0033,242,0.228203,1.4226030447542912,23.75195107892012
B0033,244,0.230038,1.410196954589097,23.28809737074453
B0033,246,0.229849,1.4144881298999457,23.291842691910556
B0033,248,0.226681,1.431360032946153,24.426091446526485
B0033,252,0.222561,1.4515133236517528,25.492988144527537
B0033,254,0.226322,1.4230376757726733,24.913200438495238
B0033,256,0.230462,1.396298696255913,23.69390974754839
B0033,258,0.233432,1.3979060730399124,23.224748300881917
B0033,260,0.234406,1.4011347560096767,23.382168785172773
B0033,264,0.226964,1.436782528945267,25.571839625030623
B0033,266,0.223664,1.4370006879546382,26.312089772492193
B0033,268,0.223413,1.410355528453481,25.36471836345822
B0033,270,0.232767,1.382633397996189,23.983037377275263
B0033,272,0.234592,1.3699403583067564,23.552284850244476
B0033,276,0.240028,1.3786129327882322,23.62635307813318
B0033,278,0.243471,1.8035959863147193,26.039592093750475
B0033,282,0.222076,1.4234424290662009,25.43001252418307
B0033,284,0.228903,1.3946003892958663,24.58804964923043
B0033,286,0.23012,1.3961613987822286,24.36691079224096
B0033,288,0.233514,1.384968608315797,24.0439834251731
B0033,290,0.232409,1.3715114742475478,24.128299966080764
B0033,294,0.236002,1.3616865084879255,24.005545419243067
B0033,296,0.237222,1.3796301360966086,24.06291912766938
B0033,298,0.236585,1.364231776003204,23.993771659591523
B0033,300,0.234567,1.3418414512081456,23.84649793943182
B0033,302,0.238168,1.3552215695792247,23.805425686486004
B0033,306,0.237552,1.3403860264029774,23.946165156798006
B0033,308,0.237591,1.3594078914195438,23.99283114623448
B0033,310,0.23771,1.3457100861355502,24.041323148061142
B0033,312,0.241253,1.3477611420854358,23.858662321645557
B0033,314,0.242524,1.335482103134067,23.80241741126216
B0033,318,0.23783,1.353154941842234,25.024257189923237
B0033,320,0.234662,1.3709677706044292,26.569649055205225
B0033,322,0.241472,1.357426672491866,25.831122207332392
B0033,324,0.250144,1.3443678821106904,24.629991873872314
B0033,326,0.257691,1.33005823859453,24.087310111644573
B0033,330,0.247856,1.4033641858066626,24.761878420346935
B0033,334,0.228432,1.3865570950229378,25.840909402392818
B0033,336,0.233721,1.3704138176872631,25.207733349727235
B0033,338,0.2375,1.325319393635713,24.48094948280404
B0033,340,0.239301,0.8439684993200656,24.202696374210735
B0033,342,0.304411,0.29866180371583506,24.213134568912988
B0033,346,0.31217,0.2344867974702557,25.6808084235296
B0033,348,0.327065,0.20256330380725823,26.354174890171276
B0033,350,0.32029,0.23531995654070248,25.447978266748553
B0033,352,0.320884,0.23550427837482876,24.51693298178868
B0033,354,0.303849,0.4304242256752923,24.153388669349656
B0033,358,0.293384,0.46436333202696434,24.630656697198678
B0033,360,0.292195,0.3994839380247729,25.74734143086051
B0033,362,0.299545,1.461469789426299,26.69810926237697
B0033,364,0.249566,1.4150999545382532,25.509244622856254
B0033,366,0.24648,1.383632373873956,24.5159742884133
B0033,370,0.243101,1.3705402893609833,24.017907115256936
B0033,372,0.242815,1.3557042566115398,23.855110623637202
B0033,374,0.242727,1.3578385793919763,23.9289473860087
B0033,376,0.243144,1.3609083979571395,24.02003913960739
B0033,378,0.244621,1.3495626547684758,23.85054739678333
B0033,382,0.233995,1.1888877132486642,25.530925070765598
B0033,386,0.221317,1.5041493934608645,26.513490409925918
B0033,388,0.225209,1.4899088638712767,25.5108216660997
B0033,390,0.232253,1.475330178643193,24.75501289329011
B0033,392,0.234432,1.459830765413703,24.425723573705312
B0033,394,0.231635,1.4474169057725728,24.78386919863203
B0033,398,0.225283,1.4676323674647154,26.12404801644432
B0033,400,0.227039,1.441552493165527,25.592715158783705
B0033,402,0.232735,1.418392873584403,24.166101642195528
B0033,404,0.234598,1.4031824838852518,23.779787328386174
B0033,406,0.234461,1.3911104661211642,23.784295676410316
B0033,410,0.231101,1.4086019958134537,24.650587188930988
B0033,412,0.229254,1.4137708903948947,25.140586282755823
B0033,414,0.229034,1.412472234540845,25.285518985364863
B0033,416,0.234047,1.3831900026575588,24.130808242407685
B0033,418,0.235918,1.3646098107432565,23.740864219492018
B0033,422,0.23657,1.369751365782437,23.480391939037574
B0033,424,0.231087,1.3867946911071662,24.86603114463903
B0033,426,0.228013,1.3918615875742792,25.5545254991362
B0033,428,0.229742,1.377162352180965,25.242779182073114
B0033,430,0.235437,1.3599525359390852,24.102394600006054
B0033,434,0.227405,1.379779043170725,25.703592542303575
B0033,438,0.235472,1.3631373661966442,24.052398101979275
B0033,440,0.237237,1.3652295228794809,23.79144386359766
B0033,442,0.238143,1.3498620694059131,23.690764644897424
B0033,444,0.238265,1.3529504172332432,23.658614959772343
B0033,446,0.237224,1.3535740542605128,23.942846230052382
B0033,450,0.237177,1.3432225183905024,23.864808279413694
B0033,452,0.23803,1.3412081769053426,23.75538627826279
B0033,454,0.23841,1.3277389969987805,23.734378422359672
B0033,456,0.237908,1.329778900445409,23.91224306737507
B0033,458,0.234406,1.3356045028702495,24.948399988183116
B0033,462,0.239029,1.3177489685711123,23.564699278771386
B0033,464,0.239678,1.317605472474197,23.4486198816295
B0033,466,0.238503,1.3185279522072382,23.65570667131447
B0033,468,0.238964,1.3215397269813982,23.564066464038497
B0033,470,0.238442,1.3046615372928705,23.697682443767935
B0033,474,0.217134,1.3280324770208678,29.466942178127006
B0033,476,0.225087,1.3634549770713926,27.528539695613013
B0033,478,0.233016,1.3291316747402466,25.331965512180957
B0033,480,0.237442,1.3124201086917682,24.268653896290385
B0033,482,0.238716,1.3152825503676357,24.07182675003128
B0034,0,0.0,0.7459302957645664,51.66455120681516
B0034,4,0.0,1.6623217152845853,53.58607473905369
B0034,6,0.0,1.645087369694532,54.0033018794622
B0034,8,0.0,1.620729289277574,54.04864107855541
B0034,10,0.195861,1.5967402025126005,24.601518004600944
B0034,12,0.196976,1.4856500618812698,23.80021853330475
B0034,16,0.0,1.4866702197497013,53.77241951666394
B0034,18,0.0,1.4701330958405268,54.323154403632614
B0034,20,0.1927,1.4565041801019636,23.789455601409134
B0034,22,0.191883,1.4418961035576472,23.755059389108524
B0034,24,0.191593,1.4370949588970292,23.69410330723514
B0034,28,0.190513,1.4458703624967404,23.8951975736273
B0034,30,0.190412,1.4321040545618373,23.92018421710268
B0034,32,0.190179,1.426720633302465,23.856389614186234
B0034,34,0.189759,1.4230846885129826,23.88579300006029
B0034,36,0.189107,1.4409479522418907,24.17278887392313
B0034,40,0.18687,1.486901544051865,25.20244376336696
B0034,42,0.185127,1.5245313226850703,26.07537736702933
B0034,44,0.187923,1.4629049605190707,24.96278744254723
B0034,46,0.0,1.4230794508549893,53.02357633862085
B0034,48,0.189587,1.4051040863603435,23.967397296313447
B0034,52,0.186158,1.6329463925070862,25.95467253445016
B0034,56,0.0,1.5687138208259117,55.17507468754264
B0034,58,0.0,1.5149520966053402,55.09752555984253
B0034,60,0.0,1.4855182940634626,55.08764086464915
B0034,62,0.189829,1.480771929049074,23.90120612438937
B0034,64,0.0,1.484026357317059,55.43238007316471
B0034,68,0.0,1.4922153055506522,55.47055735410676
B0034,70,0.0,1.473312924099279,55.4369031829451
B0034,72,0.0,1.441593178980006,55.27387664752476
B0034,74,0.0,1.4225873198015788,55.391082650572166
B0034,76,0.0,1.4266489379486664,55.14416684181551
B0034,80,0.0,1.4596775560238577,55.357043619791234
B0034,82,0.0,1.4396159938545154,55.54836357126263
B0034,84,0.0,1.4195512657848512,55.142572508632995
B0034,86,0.0,1.4118101714470452,55.6273630028913
B0034,88,0.0,1.4044196701845313,55.38283900058553
B0034,92,0.188921,1.4735059098606866,25.331843108751123
B0034,94,0.0,1.492658600645149,56.79445496838125
B0034,96,0.188495,1.4820260149945934,25.981415328866547
B0034,98,0.0,1.423575357658995,55.3834473026234
B0034,100,0.0,1.4038252197245347,55.31849439651294
B0034,104,0.189676,1.5363173478836125,25.309646553685894
B0034,108,0.187577,1.5440367168176732,26.323488325945853
B0034,110,0.189031,1.507892155360249,25.813463506700813
B0034,112,0.0,1.8203060058691092,60.832547595820856
B0034,116,0.0,1.5936575758226643,57.898437986530894
B0034,118,0.0,1.533070464968097,57.16451827601301
B0034,120,0.0,1.4862143093107285,56.92148983827507
B0034,122,0.0,1.5029318848267783,57.432251486958414
B0034,124,0.0,1.5202185406928062,57.60414404327613
B0034,128,0.0,1.5118194735004464,57.86943009190413
B0034,130,0.0,1.464601301820905,57.28897181810644
B0034,132,0.196452,1.4546140961511749,25.00928434925411
B0034,134,0.0,1.4333400490204142,57.232601311479286
B0034,136,0.0,1.4493262346396159,57.36620742903864
B0034,140,0.0,1.495199821798908,58.09194616712222
B0034,142,0.193994,1.4720590241846008,26.519533331724425
B0034,144,0.0,1.4097383014648728,56.76240982677419
B0034,146,0.0,1.3861944181384176,56.64698235752579
B0034,148,0.0,1.3624125407550536,56.5682328872855
B0034,152,0.0,1.4471377445077278,57.53046245297464
B0034,154,0.0,1.4554483390450048,57.84739467472727
B0034,156,0.0,1.4423952167302958,57.7956397458523
B0034,158,0.0,1.377541945989605,56.91240740672738
B0034,160,0.0,1.3539935892900532,56.94566213892485
B0034,164,0.0,1.5509038861664448,57.34465993017106
B0034,168,0.0,1.5562932697752867,57.742419444378626
B0034,170,0.0,1.5067526605064707,57.306056655830176
B0034,172,0.0,1.444138733302766,56.98493102812675
B0034,174,0.0,1.4144103811292437,56.472591878306126
B0034,176,0.0,1.3897574212362729,56.49878805332968
B0034,180,0.0,1.449968311475299,57.453182608048444
B0034,182,0.0,1.4678653068012166,57.95277936123962
B0034,184,0.0,1.4290644310445066,57.4095122447731
B0034,186,0.204073,1.376744834668327,24.01574907362869
B0034,188,0.205186,1.3515813262521057,23.678020825543207
B0034,192,0.0,1.353993472828928,56.435512698509186
B0034,194,0.0,1.3577165116893766,56.62896431977824
B0034,196,0.0,1.334169315351027,56.711869479989375
B0034,198,0.0,1.3372147888783987,56.34733324039316
B0034,200,0.207141,1.339045224276927,23.45698740447564
B0034,204,0.0,1.3439244604756322,56.6431611483717
B0034,206,0.0,1.3454786192090245,56.64180118039943
B0034,208,0.0,1.3482263029682544,56.28371955265453
B0034,210,0.0,1.3373192299576058,56.62325961072244
B0034,212,0.0,1.3402523341553034,56.76997246518567
B0034,216,0.0,1.3290965682379121,56.444042023066146
B0034,218,0.0,1.3323485655766352,56.58686314924352
B0034,220,0.206794,1.3501541310555516,23.983632918812404
B0034,222,0.0,1.381523441054128,57.11202865932111
B0034,224,0.0,1.3835971952817807,57.62616371929504
B0034,228,0.0,1.3301161862080901,56.833954245365796
B0034,230,0.0,1.3176982121703233,56.53090923870012
B0034,232,0.0,1.3063657719651272,56.0768163891725
B0034,234,0.208787,1.3381567383793782,23.68472050512781
B0034,236,0.207672,1.3563258092165067,24.224010615845497
B0034,240,0.206388,1.3648997529550058,24.762876860329897
B0034,242,0.210228,1.3337639975535058,23.620907433896097
B0034,244,0.0,1.3060123668658763,56.227186044587796
B0034,246,0.0,1.3101868361375808,56.514566274121925
B0034,248,0.0,1.3567668941696103,57.15254568077489
B0034,252,0.0,1.3916857433587717,57.8128420823478
B0034,254,0.207664,1.3629935079344777,24.770224833379626
B0034,256,0.211621,1.3211711973900628,23.5538506722797
B0034,258,0.0,1.3074869015593356,56.65819936117577
B0034,260,0.0,1.3105881895483489,56.27975282977438
B0034,264,0.206017,1.376312668196664,25.493869536085327
B0034,266,0.0,1.391764929132287,58.164223766937326
B0034,268,0.207714,1.3649746353453525,25.240936767344305
B0034,270,0.0,1.3219093937291897,56.82664763987644
B0034,272,0.213468,1.3090033888073913,23.39868713351051
B0034,276,0.213162,1.3327005721973733,23.541409033500173
B0034,278,0.0,1.7423975189669398,60.86621624103542
B0034,282,0.207419,1.37734756281946,25.388848176676085
B0034,284,0.0,1.34875988767775,56.785959756326996
B0034,286,0.0,1.3501504559881146,56.4569333816149
B0034,288,0.0,1.3387814875085953,56.67789510019481
B0034,290,0.0,1.3253371210402685,56.405551403358565
B0034,294,0.211926,1.3308160596334049,23.932184060717763
B0034,296,0.0,1.333083376618503,56.50453779547436
B0034,298,0.0,1.3333226534895923,56.63336485585252
B0034,300,0.0,1.3264281097516475,56.36474314805292
B0034,302,0.0,1.323971040986857,56.48434983959226
B0034,306,0.0,1.3249364225071156,56.51594296785663
B0034,308,0.213003,1.3283067675570923,23.937722276304335
B0034,310,0.213617,1.314584348909226,23.89398059240846
B0034,312,0.0,1.3166841798543303,56.56946127819542
B0034,314,0.0,1.3041727649654073,56.66941560080795
B0034,318,0.0,1.3534450073572306,57.81479337661433
B0034,320,0.207662,1.371294082513786,26.378354883462126
B0034,322,0.0,1.357699321922511,57.80379463150683
B0034,324,0.213275,1.3286903090919502,24.620436227771698
B0034,326,0.215263,1.3143943268181724,24.072109280815287
B0034,330,0.214911,1.3866783030110723,24.68063964955075
B0034,334,0.0,1.3868330458429208,58.090323081598356
B0034,336,0.0,1.3548037379291014,57.13701463722317
B0034,338,0.0,1.3255787669951669,57.035656446462596
B0034,340,0.215418,1.3119728676377553,24.14656059452256
B0034,342,0.21625,1.3064487948795198,24.03230942891999
B0034,346,0.0,1.3418431880549024,56.65352199605086
B0034,348,0.210134,1.3609210170759327,26.334809949726793
B0034,350,0.0,1.3299603677394973,56.39763046460053
B0034,352,0.0,1.299069387625936,55.91198913603083
B0034,354,0.217099,1.2984544371955695,24.142999953642303
B0034,358,0.215874,1.3176486091610087,24.573138867744714
B0034,360,0.212452,1.3360648564106594,25.771096405530255
B0034,362,0.0,1.3635797361860138,58.56808570748709
B0034,364,0.0,1.3333112541544827,57.701061269108386
B0034,366,0.0,1.3023273463118925,57.141969104666224
B0034,370,0.219193,1.2888728444455875,23.99559551887905
B0034,372,0.0,1.2902746194203034,56.7151511324114
B0034,374,0.0,1.292407565676824,56.78248765709764
B0034,376,0.0,1.2954091505102339,56.952684751071445
B0034,378,0.0,1.283229881592695,56.573139307320375
B0034,382,0.0,1.4557454024367817,58.42869062790296
B0034,386,0.210564,1.454676342673242,26.41787688613133
B0034,388,0.0,1.423427718198495,57.81958677012473
