battery_id,test_id,Capacity,ambient_temperature,Re,Rct,SoH,fault_tier,voltage_range,capacity_fade,cumulative_fade,total_impedance,gas_ppm,smoke_density
38,3,0.6408309267950132,24,0.1202818618148796,0.1423282899473063,62.54408358023519,short,0.3837758627071752,0.0,1.2816618535900264,0.2626101517621859,401.54192084605353,0.4958812483889881
18,5,1.0490734265711967,24,0.063123287276907,0.0912598936401676,100.0,long,0.0,0.0,2.098146853142393,0.1543831809170746,208.14247332595275,0.09912979849033886
18,7,1.0449286068458974,24,0.0608094961944276,0.0876619421429922,99.60490661374902,long,0.0041448197252993,-0.0041448197252993,3.14307545998829,0.1484714383374198,196.1212603138543,0.07954619539827242
18,9,1.0449286068458974,24,0.0608094961944276,0.0876619421429922,99.60490661374902,long,0.0041448197252993,0.0,4.188004066834188,0.1484714383374198,191.07846405571348,0.1106467697138794
29,10,1.03435793469352,43,0.0279462946263365,0.0437319239738242,100.0,long,0.0,0.0,1.03435793469352,0.0716782186001607,219.65648768921554,0.0618502936029558
32,10,1.0482798717536956,43,0.0682794987917129,0.076451890744396,100.0,long,0.0,0.0,1.0482798717536956,0.1447313895361089,202.74223699513465,0.08242626932972877
31,10,1.0303861532679388,43,0.0393404367070231,0.052367604311063,100.0,long,0.0,0.0,1.0303861532679388,0.0917080410180861,205.67528204687923,0.08636814125010396
30,10,1.0072893783756278,43,0.0614884176888226,0.0744202174338147,100.0,long,0.0,0.0,1.0072893783756278,0.1359086351226373,190.75251813786542,0.09982901585511711
43,11,0.9818600422233767,24,0.0672228734987532,0.1067945780797644,100.0,long,0.0,0.0,0.9818600422233767,0.1740174515785176,199.55617275474816,0.11333286699826975
18,11,1.0436638460191778,24,0.0595684695413743,0.087903621078648,99.48434681357818,long,0.0054095805520189,-0.0012647608267195,5.231667912853366,0.1474720906200223,206.37381569318595,0.09724511073739063
44,11,0.9691351663212951,24,0.0771916908357483,0.1350486849010689,100.0,long,0.0,0.0,0.9691351663212951,0.2122403757368172,193.49006422577696,0.11426009921854219
42,11,1.0014306188676254,24,0.0731244961018888,0.1207392684138089,100.0,long,0.0,0.0,1.0014306188676254,0.1938637645156977,208.75698018345673,0.1042209768575354
30,12,1.0072893783756278,43,0.0614884176888226,0.0744202174338147,100.0,long,0.0,0.0,2.014578756751256,0.1359086351226373,198.99361310081196,0.08755169773519227
28,12,1.026728817763766,24,0.0785935844189026,0.1014918255654684,100.0,long,0.0,0.0,1.026728817763766,0.180085409984371,202.08306250206724,0.08508487306290202
26,12,1.0347104719581175,24,0.087284955638527,0.1099700695791503,100.0,long,0.0,0.0,1.0347104719581175,0.1972550252176773,198.98293387770602,0.08580603899743706
25,12,1.0427514109660727,24,0.0492644028336081,0.0745908560826711,100.0,long,0.0,0.0,1.0427514109660727,0.1238552589162792,223.52278184508938,0.07980259785895892
29,12,1.03435793469352,43,0.0279462946263365,0.0437319239738242,100.0,long,0.0,0.0,2.06871586938704,0.0716782186001607,204.86502775262065,0.0657909233642804
32,12,1.0482798717536956,43,0.0682794987917129,0.076451890744396,100.0,long,0.0,0.0,2.0965597435073917,0.1447313895361089,194.42289071044098,0.07604847580448565
31,12,1.0303861532679388,43,0.0393404367070231,0.052367604311063,100.0,long,0.0,0.0,2.0607723065358776,0.0917080410180861,213.2254491210319,0.07791091619899236
27,12,1.0341805471993573,24,0.0820253670239491,0.1039227647950593,100.0,long,0.0,0.0,1.0341805471993573,0.1859481318190083,192.79156350028978,0.10112215800372883
34,13,0.9105342196571826,24,0.1169205930130532,0.1409187514977929,87.81774282584645,mid,0.1263111721253023,0.3532466852792024,2.0251092884131427,0.2578393445108461,218.99455211919542,0.10725156946203564
42,13,1.0014306188676254,24,0.0731244961018888,0.1207392684138089,100.0,long,0.0,0.0,2.002861237735251,0.1938637645156977,185.40329876120225,0.11307100817607618
33,13,0.8423760486100562,24,0.0980194164104815,0.1232732792722603,79.50142778071717,short,0.217197435948635,0.7761897710134621,0.9747486038032444,0.2212926956827418,225.55210000870738,0.1868667205146601
43,13,0.9818600422233767,24,0.0672228734987532,0.1067945780797644,100.0,long,0.0,0.0,1.9637200844467533,0.1740174515785176,206.96861235869125,0.09078123663910859
44,13,0.9691351663212951,24,0.0771916908357483,0.1350486849010689,100.0,long,0.0,0.0,1.9382703326425903,0.2122403757368172,212.3846657999541,0.09685125075439951
40,13,0.5541736643850188,24,0.11502902247605,0.13768291633129,55.11018518434931,short,0.4514002826653316,0.0392786436321743,1.5839637058907077,0.25271193880734,646.8672840808363,0.6244244670434979
38,13,0.706555811443307,24,0.1269926430679387,0.1528696731129749,68.95872823432993,short,0.3180509780588814,0.0657248846482938,1.9882176650333332,0.2798623161809136,310.29229448373525,0.39906395416882423
18,13,1.0436638460191778,24,0.0595684695413743,0.087903621078648,99.48434681357818,long,0.0054095805520189,0.0,6.275331758872544,0.1474720906200223,202.2535528401944,0.08394397334762636
39,13,0.3830949216072916,24,0.1120062822544196,0.1380009043718399,37.60737186649193,short,0.6355748300767607,0.2706252492593183,0.6080342663032382,0.2500071866262595,2747.6176691782257,0.9734021655843026
46,13,0.8997366497168066,24,0.0743427116168991,0.167773386143502,89.645880968136,mid,0.1039197815659779,-0.1039197815659779,2.9070495122823754,0.2421160977604011,206.88288804453683,0.12341747130294858
47,13,0.8956218575430903,24,0.0518254183682199,0.1524927340360739,91.04721702879672,long,0.088067580498514,-0.088067580498514,2.863000733626299,0.2043181524042938,207.6336971441321,0.10075522537113751
48,13,0.8964794869649616,24,0.072192678234042,0.1921432729518031,91.70467387230164,long,0.0810928101824067,-0.0810928101824067,2.8516240812596982,0.2643359511858451,222.0324578762889,0.14539823484406314
26,14,1.0347104719581175,24,0.087284955638527,0.1099700695791503,100.0,long,0.0,0.0,2.069420943916235,0.1972550252176773,208.43618289568462,0.10619836478691366
28,14,1.026728817763766,24,0.0785935844189026,0.1014918255654684,100.0,long,0.0,0.0,2.053457635527532,0.180085409984371,187.36959844637266,0.09641770726087352
27,14,1.0341805471993573,24,0.0820253670239491,0.1039227647950593,100.0,long,0.0,0.0,2.0683610943987145,0.1859481318190083,208.24083969394795,0.08930426492952541
25,14,1.0427514109660727,24,0.0492644028336081,0.0745908560826711,100.0,long,0.0,0.0,2.085502821932145,0.1238552589162792,201.14917719583684,0.07024195006583364
33,15,0.8423760486100562,24,0.0980194164104815,0.1232732792722603,79.50142778071717,short,0.217197435948635,0.0,1.817124652413301,0.2212926956827418,232.0647404946321,0.19456154389528463
48,15,0.8964794869649616,24,0.072192678234042,0.1921432729518031,91.70467387230164,long,0.0810928101824067,0.0,3.74810356822466,0.2643359511858451,217.57799850250842,0.1377447953777631
46,15,0.8997366497168066,24,0.0743427116168991,0.167773386143502,89.645880968136,mid,0.1039197815659779,0.0,3.806786161999182,0.2421160977604011,224.39132535344345,0.1359552175167469
18,15,1.0405147061223947,24,0.0595296683284194,0.0874722965047794,99.18416383143212,long,0.008558720448802,-0.0031491398967831,7.315846464994939,0.1470019648331988,214.7378208832119,0.10042135388463366
34,15,0.9105342196571826,24,0.1169205930130532,0.1409187514977929,87.81774282584645,mid,0.1263111721253023,0.0,2.935643508070325,0.2578393445108461,208.5137409369215,0.10147900638125443
47,15,0.8956218575430903,24,0.0518254183682199,0.1524927340360739,91.04721702879672,long,0.088067580498514,0.0,3.758622591169389,0.2043181524042938,209.14796109521782,0.09980091928153946
40,15,0.5541736643850188,24,0.11502902247605,0.13768291633129,55.11018518434931,short,0.4514002826653316,0.0,2.1381373702757265,0.25271193880734,648.4662355829722,0.6444986956833405
39,15,0.3830949216072916,24,0.1120062822544196,0.1380009043718399,37.60737186649193,short,0.6355748300767607,0.0,0.9911291879105296,0.2500071866262595,2772.1583403531235,0.9405832744962528
38,15,0.706555811443307,24,0.1269926430679387,0.1528696731129749,68.95872823432993,short,0.3180509780588814,0.0,2.6947734764766405,0.2798623161809136,306.65703492916475,0.40312243816909904
25,16,1.0358674330604094,24,0.0475587930483762,0.0710486894318656,99.33982559666012,long,0.0068839779056633,-0.0068839779056633,3.121370254992555,0.1186074824802418,203.4846369711577,0.07694344990975956
28,16,1.020660165497756,24,0.0774216319236678,0.0968698653621217,99.40893328783471,long,0.0060686522660098,-0.0060686522660098,3.074117801025288,0.1742914972857895,194.24109226474428,0.08408758112616627
26,16,0.8697596977737262,24,0.0863329080393475,0.1045389326136543,84.05826763575385,mid,0.1649507741843913,-0.1649507741843913,2.939180641689961,0.1908718406530017,212.65921472439737,0.09281972492922447
27,16,1.0276903685911585,24,0.1018536657316502,0.1202862336183736,99.37243273181122,long,0.0064901786081987,-0.0064901786081987,3.096051462989873,0.2221398993500238,213.44909711532554,0.10325049451304662
46,17,0.8984058895003479,24,0.0734684090058902,0.1738204690404935,89.51328975714183,mid,0.1052505417824365,-0.0013307602164586,4.70519205149953,0.2472888780463837,227.83167974354902,0.11420117921957829
47,17,0.8943941082799586,24,0.053659294136808,0.1616835571243591,90.92240637050844,long,0.0892953297616457,-0.0012277492631317,4.653016699449347,0.2153428512611671,211.6737102833425,0.10297425449264076
48,17,0.8968008305101434,24,0.0722243212544219,0.1806436673482241,91.73754546104442,long,0.080771466637225,0.0003213435451817,4.644904398734803,0.252867988602646,221.45895154456264,0.09353484480647314
40,17,0.5757124463014989,24,0.1109683349413084,0.1327340679330064,57.25212432066641,short,0.4298615007488515,0.02153878191648,2.713849816577225,0.2437024028743148,562.9407166748837,0.6022802403507007
39,17,0.3852578209587662,24,0.0972575675706002,0.1202440423607207,37.8196977304826,short,0.6334119307252861,0.0021628993514746,1.376387008869296,0.2175016099313209,2702.118779195215,0.965065573762299
38,17,0.7316474280377177,24,0.131869062621744,0.1513111438253163,71.40763027670283,short,0.2929593614644707,0.0250916165944106,3.426420904514358,0.2831802064470603,290.8549980061735,0.37179970469495427
28,18,1.020660165497756,24,0.0774216319236678,0.0968698653621217,99.40893328783471,long,0.0060686522660098,0.0,4.094777966523044,0.1742914972857895,220.68480766946425,0.08417698357898597
25,18,1.0358674330604094,24,0.0475587930483762,0.0710486894318656,99.33982559666012,long,0.0068839779056633,0.0,4.157237688052964,0.1186074824802418,204.98296634669634,0.07239735516912844
27,18,1.0276903685911585,24,0.1018536657316502,0.1202862336183736,99.37243273181122,long,0.0064901786081987,0.0,4.123741831581032,0.2221398993500238,220.97027544952363,0.10280223600809968
26,18,0.8697596977737262,24,0.0863329080393475,0.1045389326136543,84.05826763575385,mid,0.1649507741843913,0.0,3.808940339463687,0.1908718406530017,198.42382992430663,0.0987829012100095
47,19,0.8943941082799586,24,0.053659294136808,0.1616835571243591,90.92240637050844,long,0.0892953297616457,0.0,5.547410807729306,0.2153428512611671,220.61283654289807,0.11769134184793831
46,19,0.8984058895003479,24,0.0734684090058902,0.1738204690404935,89.51328975714183,mid,0.1052505417824365,0.0,5.603597940999878,0.2472888780463837,215.1397501402225,0.1271889904000443
48,19,0.8968008305101434,24,0.0722243212544219,0.1806436673482241,91.73754546104442,long,0.080771466637225,0.0,5.541705229244946,0.252867988602646,208.43354906098372,0.1345267991781327
39,19,0.3852578209587662,24,0.0972575675706002,0.1202440423607207,37.8196977304826,short,0.6334119307252861,0.0,1.7616448298280625,0.2175016099313209,2709.4875845066217,0.9463415170308019
40,19,0.5757124463014989,24,0.1109683349413084,0.1327340679330064,57.25212432066641,short,0.4298615007488515,0.0,3.289562262878724,0.2437024028743148,539.4486672783985,0.6005186518994374
38,19,0.7316474280377177,24,0.131869062621744,0.1513111438253163,71.40763027670283,short,0.2929593614644707,0.0,4.158068332552076,0.2831802064470603,285.04432307271423,0.34640728668190995
29,22,1.0210367845516874,43,0.0277526295687376,0.0387808319789987,98.712133421611,long,0.0133211501418326,-0.0133211501418326,3.089752653938728,0.0665334615477363,209.25836287904272,0.05724352925120089
30,22,0.9928968356834552,43,0.0622944399186809,0.0714707561565779,98.57116107832069,long,0.0143925426921726,-0.0143925426921726,3.007475592434711,0.1337651960752588,220.54691970929704,0.0763235135436159
32,22,1.0316884531458523,43,0.0674348803860827,0.0742144161639223,98.41727204204663,long,0.0165914186078433,-0.0165914186078433,3.128248196653244,0.141649296550005,200.67472645477775,0.0833594215337307
31,22,1.0212056079148295,43,0.0399115601782265,0.0498627278114514,99.10901895139094,long,0.0091805453531093,-0.0091805453531093,3.081977914450708,0.0897742879896779,197.38100346163043,0.07908093738691306
43,23,0.9690222539558188,24,0.0587163401069915,0.0994851344251272,98.69250323717344,long,0.0128377882675579,-0.0128377882675579,2.9327423384025724,0.1582014745321187,200.6808418444179,0.08176226426324744
42,23,0.9913635041921972,24,0.0724728450099427,0.1071831011159496,98.99472669541385,long,0.0100671146754282,-0.0100671146754282,2.994224741927448,0.1796559461258923,214.68279048727712,0.10780012613597506
44,23,0.9556406828847728,24,0.0740509003546885,0.1153830913056648,98.60757468044984,long,0.0134944834365223,-0.0134944834365223,2.893911015527363,0.1894339916603533,209.0345252621849,0.09344200051184023
30,24,0.9928968356834552,43,0.0622944399186809,0.0714707561565779,98.57116107832069,long,0.0143925426921726,0.0,4.000372428118166,0.1337651960752588,200.4703772242115,0.07837462951914681
32,24,1.0316884531458523,43,0.0674348803860827,0.0742144161639223,98.41727204204663,long,0.0165914186078433,0.0,4.159936649799096,0.141649296550005,210.9901029686478,0.07221364967409069
29,24,1.0210367845516874,43,0.0277526295687376,0.0387808319789987,98.712133421611,long,0.0133211501418326,0.0,4.110789438490415,0.0665334615477363,206.65801265740566,0.04126993018887007
31,24,1.0212056079148295,43,0.0399115601782265,0.0498627278114514,99.10901895139094,long,0.0091805453531093,0.0,4.103183522365537,0.0897742879896779,215.1523893958912,0.07878554508819106
44,25,0.9556406828847728,24,0.0740509003546885,0.1153830913056648,98.60757468044984,long,0.0134944834365223,0.0,3.849551698412136,0.1894339916603533,198.72648322681454,0.10352167549319026
43,25,0.9690222539558188,24,0.0587163401069915,0.0994851344251272,98.69250323717344,long,0.0128377882675579,0.0,3.9017645923583912,0.1582014745321187,202.42179081428557,0.08698077819886875
18,25,1.0350226543126757,24,0.0596208551577054,0.0880280607619413,98.6606493022662,long,0.014050772258521,-0.005492051809719,8.350869119307614,0.1476489159196467,201.79551137517808,0.08588113147702524
42,25,0.9913635041921972,24,0.0724728450099427,0.1071831011159496,98.99472669541385,long,0.0100671146754282,0.0,3.985588246119645,0.1796559461258923,190.8936198289352,0.09803263262342084
34,25,0.8908067393730721,24,0.1136683253456528,0.1363632186988859,85.91509847400184,mid,0.1460386524094128,-0.0197274802841105,3.826450247443397,0.2500315440445387,223.41008178441828,0.08891982891068895
33,25,0.9573005406727724,24,0.1067995427318992,0.1301180665628375,90.34772525206073,long,0.1022729438859189,0.1149244920627161,2.7744251930860733,0.2369176092947367,215.73747670890145,0.09675669985167205
18,27,1.0311532588503445,24,0.060590809825213,0.0841986368577305,98.2918099661124,long,0.0179201677208522,-0.0038693954623312,9.38202237815796,0.1447894466829435,205.98251465467604,0.09162210153931048
27,27,1.03131807046561,24,0.0978244531818078,0.1170488725429833,99.72321305583448,long,0.0028624767337472,0.0036277018744514,5.155059902046641,0.2148733257247911,202.79445520737218,0.08427665478550082
26,27,1.031379150976102,24,0.0868473202053002,0.1057373127655394,99.6780431751395,long,0.0033313209820153,0.1616194532023759,4.840319490439789,0.1925846329708396,191.0098904328315,0.09523050442788206
33,27,0.9573005406727724,24,0.1067995427318992,0.1301180665628375,90.34772525206073,long,0.1022729438859189,0.0,3.7317257337588456,0.2369176092947367,208.920470759449,0.08848140857890095
34,27,0.8908067393730721,24,0.1136683253456528,0.1363632186988859,85.91509847400184,mid,0.1460386524094128,0.0,4.717256986816469,0.2500315440445387,217.02173384850482,0.10920958730388963
28,27,1.025020631097149,24,0.0762329897311262,0.0974125866174159,99.83362825343332,long,0.0017081866666168,0.0043604655993929,5.119798597620194,0.1736455763485421,197.06110902361377,0.08860861982399153
25,27,1.0396145006711106,24,0.0471511321468572,0.0696725000948305,99.69916988248848,long,0.0031369102949621,0.0037470676107012,5.196852188724074,0.1168236322416877,203.53984327003676,0.06171768187887711
40,29,0.5394058286861115,24,0.1101414898396725,0.1337187679089197,53.64158750018837,short,0.4661681183642389,-0.0363066176153873,3.828968091564836,0.2438602577485922,719.6136420483195,0.6795863257047489
46,29,0.8772682014516682,24,0.0728712924373889,0.1725257542174827,87.40722164560056,mid,0.1263882298311163,-0.0211376880486797,6.480866142451546,0.2453970466548716,236.47624137199787,0.1116643859190126
48,29,0.8714065925831278,24,0.0730360051593582,0.1897576454773662,89.13986158629491,mid,0.1061657045642405,-0.0253942379270155,6.413111821828074,0.2627936506367244,216.55798684202588,0.11780053382080269
25,29,1.0396145006711106,24,0.0471511321468572,0.0696725000948305,99.69916988248848,long,0.0031369102949621,0.0,6.236466689395185,0.1168236322416877,207.72820429392448,0.07987469201024164
47,29,0.8608725066779153,24,0.0514654600843663,0.1589262784889648,87.51466401751742,mid,0.1228169313636891,-0.0335216016020433,6.408283314407221,0.2103917385733311,216.68168315885296,0.12505688488987307
28,29,1.025020631097149,24,0.0762329897311262,0.0974125866174159,99.83362825343332,long,0.0017081866666168,0.0,6.144819228717343,0.1736455763485421,185.89616956283953,0.0788068164571824
39,29,0.3454783836244242,24,0.0966308951624293,0.123198663336919,33.91466008029428,short,0.6731913680596282,-0.039779437334342,2.1071232134524864,0.2198295584993483,3906.7115118673996,1.0194323823879503
26,29,1.031379150976102,24,0.0868473202053002,0.1057373127655394,99.6780431751395,long,0.0033313209820153,0.0,5.871698641415891,0.1925846329708396,205.76589995274588,0.09658309010952149
38,29,0.6973961887231113,24,0.13020375477213,0.1522416116280729,68.06476356280497,short,0.3272106007790771,-0.0342512393146063,4.855464521275187,0.2824453664002029,346.50323196743835,0.42266195659337114
27,29,1.03131807046561,24,0.0978244531818078,0.1170488725429833,99.72321305583448,long,0.0028624767337472,0.0,6.186377972512251,0.2148733257247911,203.21671689331242,0.09858396456996557
40,31,0.5394058286861115,24,0.1101414898396725,0.1337187679089197,53.64158750018837,short,0.4661681183642389,0.0,4.368373920250948,0.2438602577485922,718.5886069035104,0.664268653769344
39,31,0.3454783836244242,24,0.0966308951624293,0.123198663336919,33.91466008029428,short,0.6731913680596282,0.0,2.4526015970769106,0.2198295584993483,3906.629532924839,1.0105396816829835
25,31,1.0386344924473438,24,0.0476313478330001,0.0687508871565651,99.60518696254609,long,0.0041169185187288,-0.0009800082237667,7.275101181842528,0.1163822349895652,193.5145748714584,0.07836179369308979
47,31,0.8608725066779153,24,0.0514654600843663,0.1589262784889648,87.51466401751742,mid,0.1228169313636891,0.0,7.269155821085136,0.2103917385733311,228.85437046166484,0.10284912127572986
28,31,1.0230385469992638,24,0.0759108861663535,0.0965994507472601,99.6405798005612,long,0.0036902707645021,-0.0019820840978852,7.167857775716607,0.1725103369136136,212.70230904121368,0.05942627546395797
48,31,0.8714065925831278,24,0.0730360051593582,0.1897576454773662,89.13986158629491,mid,0.1061657045642405,0.0,7.284518414411202,0.2627936506367244,222.72252818413796,0.13026865623252318
27,31,1.030396932031301,24,0.0987692628986854,0.1161476458508967,99.63414365332024,long,0.0037836151680563,-0.000921138434309,7.216774904543552,0.214916908749582,196.09244108154246,0.10549840675122064
46,31,0.8772682014516682,24,0.0728712924373889,0.1725257542174827,87.40722164560056,mid,0.1263882298311163,0.0,7.358134343903215,0.2453970466548716,231.64232546925356,0.0953809773315747
38,31,0.6973961887231113,24,0.13020375477213,0.1522416116280729,68.06476356280497,short,0.3272106007790771,0.0,5.552860709998298,0.2824453664002029,307.8523002146627,0.4056335934736403
26,31,0.9997782928334692,24,0.086405695989349,0.1045699555776301,96.62396582702584,long,0.0349321791246483,-0.0316008581426329,6.871476934249361,0.1909756515669791,212.8764936829193,0.09801952484110402
26,33,0.9997782928334692,24,0.086405695989349,0.1045699555776301,96.62396582702584,long,0.0349321791246483,0.0,7.87125522708283,0.1909756515669791,228.91247900301636,0.11240293692816902
39,33,1.0102105275928777,24,0.092124326693213,0.1185067696072446,99.16958130177224,long,0.0084592240911747,0.6647321439684535,3.4628121246697883,0.2106310963004576,195.5275732627612,0.09761064491965192
40,33,0.9960310350046568,24,0.1103486170754139,0.131732555028514,99.05099847965572,long,0.0095429120456935,0.4566252063185453,5.364404955255605,0.2420811721039278,199.83476801351227,0.09541299259911426
38,33,1.008660049327716,24,0.1325680076420602,0.1532192990992808,98.44362341360043,long,0.0159467401744723,0.3112638606046047,6.561520759326014,0.285787306741341,206.8385274795407,0.10945875522866393
48,33,0.8836294855105771,24,0.0726296394272473,0.1783116048126138,90.3901929390876,long,0.0939428116367913,0.0122228929274492,8.16814789992178,0.2509412442398611,208.0365386409293,0.13507340611652738
28,33,1.0230385469992638,24,0.0759108861663535,0.0965994507472601,99.6405798005612,long,0.0036902707645021,0.0,8.19089632271587,0.1725103369136136,189.67634440368462,0.08218013850765869
25,33,1.0386344924473438,24,0.0476313478330001,0.0687508871565651,99.60518696254609,long,0.0041169185187288,0.0,8.313735674289871,0.1163822349895652,205.886984995714,0.06950843479612351
47,33,0.8779839994687824,24,0.0521504596129095,0.1635695850412598,89.25418587564917,mid,0.105705438572822,0.0171114927908671,8.14713982055392,0.2157200446541692,204.02079635571192,0.11060039879468359
27,33,1.030396932031301,24,0.0987692628986854,0.1161476458508967,99.63414365332024,long,0.0037836151680563,0.0,8.247171836574854,0.214916908749582,209.92223993584167,0.08692577225777157
46,33,0.8851860089393149,24,0.0743688642132314,0.1750934466817478,88.19611784960604,mid,0.1184704223434696,0.0079178074876467,8.24332035284253,0.2494623108949792,207.08394688349023,0.12126408183264709
31,34,1.0122336307138469,43,0.0398928130189617,0.0494026671690487,98.23827964918588,long,0.0181525225540919,-0.0089719772009826,5.115417153079384,0.0892954801880104,221.462560137555,0.0860078514523151
30,34,0.982767640906144,43,0.062461491684465,0.0719044774386791,97.56557172189902,long,0.0245217374694838,-0.0101291947773112,4.98314006902431,0.1343659691231441,198.54563400164605,0.08199258370663194
32,34,1.0188456354918507,43,0.0684774708796704,0.0750068927683716,97.19213951779848,long,0.0294342362618449,-0.0128428176540016,5.178782285290947,0.143484363648042,203.40023616314764,0.07747922208608576
29,34,1.0076978685966915,43,0.0284535089991901,0.0389715817705188,97.4225492740356,long,0.0266600660968285,-0.0133389159549959,5.118487307087107,0.0674250907697089,214.6052166649194,0.06267052001905209
47,35,0.8779839994687824,24,0.0521504596129095,0.1635695850412598,89.25418587564917,mid,0.105705438572822,0.0,9.0251238200227,0.2157200446541692,202.33519032863342,0.09979592592953734
48,35,0.8836294855105771,24,0.0726296394272473,0.1783116048126138,90.3901929390876,long,0.0939428116367913,0.0,9.051777385432356,0.2509412442398611,215.3458945281326,0.13015573969651711
42,35,0.9829162787041368,24,0.0713111606991319,0.109822033545129,98.15121089622528,long,0.0185143401634886,-0.0084472254880604,4.968504524823782,0.1811331942442609,219.0867913012334,0.09315044144792359
44,35,0.9412645921575068,24,0.0754727768079364,0.1133539622789199,97.12418090558192,long,0.0278705741637883,-0.0143760907272659,4.7908162905696425,0.1888267390868563,190.59116660109555,0.09353678577566171
43,35,0.9577477989151224,24,0.0590259641541622,0.0984534288410865,97.54422807005638,long,0.0241122433082543,-0.0112744550406963,4.859512391273514,0.1574793929952487,208.23813338601386,0.12131244721488321
38,35,1.008660049327716,24,0.1325680076420602,0.1532192990992808,98.44362341360043,long,0.0159467401744723,0.0,7.57018080865373,0.285787306741341,208.4408417711485,0.1142752487233692
39,35,1.0102105275928777,24,0.092124326693213,0.1185067696072446,99.16958130177224,long,0.0084592240911747,0.0,4.4730226522626655,0.2106310963004576,213.25116523184118,0.089884797341946
40,35,0.9960310350046568,24,0.1103486170754139,0.131732555028514,99.05099847965572,long,0.0095429120456935,0.0,6.360435990260262,0.2420811721039278,193.12823820075917,0.09842944604935018
46,35,0.8851860089393149,24,0.0743688642132314,0.1750934466817478,88.19611784960604,mid,0.1184704223434696,0.0,9.128506361781843,0.2494623108949792,203.07362309498552,0.1315218357646667
30,36,0.982767640906144,43,0.062461491684465,0.0719044774386791,97.56557172189902,long,0.0245217374694838,0.0,5.965907709930455,0.1343659691231441,211.5975825811774,0.0798944950808493
32,36,1.0188456354918507,43,0.0684774708796704,0.0750068927683716,97.19213951779848,long,0.0294342362618449,0.0,6.197627920782798,0.143484363648042,209.59069805753626,0.06561997732417497
31,36,1.0122336307138469,43,0.0398928130189617,0.0494026671690487,98.23827964918588,long,0.0181525225540919,0.0,6.12765078379323,0.0892954801880104,208.46814459083836,0.07895335621337152
29,36,1.0076978685966915,43,0.0284535089991901,0.0389715817705188,97.4225492740356,long,0.0266600660968285,0.0,6.126185175683799,0.0674250907697089,209.93452658619245,0.05890719185281759
18,37,1.026344184380747,24,0.0574310680067256,0.0860843177095392,97.83339834803192,long,0.0227292421904496,-0.0048090744695974,10.408366562538706,0.1435153857162648,199.40936269473468,0.10316670484599115
